"";"Astronomia";"Bitwa pod Grunwaldem";"Bitwa Warszawska";"Chrzest Polski";"Film dokumentalny";"Film fabularny";"Fryderyk Franciszek Chopin";"Horror na ekranie – co to za gatunek";"Ile jest planet i dlaczego";"Informatyka a coraz nowsze pojêcia informatyczne";"Informatyka bez z³udzeñ";"Johann Sebastian Bach";"Ksiezyc";"Ludwig van Beethoven";"Myœlenie komputacyjne";"Piêæ dekad - historia grafiki komputerowej";"Potop szwedzki";"Rodzaje i gatunki filmowe";"Slonce";"Wolfgang Amadeus Mozart"
"przejœcie";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"przejœciowy";1;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;8;0
"przejœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"przekaz";0;0;0;5;2;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0
"przekazaæ";0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0
"przekazowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekazywaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0
"przek¹tna";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekonaæ";0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0
"przekonanie";0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"przekonuj¹cy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przekraczaæ";0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przekreœliæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekroczyæ";0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0
"przekrojowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przekszta³caæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0
"przekszta³ciæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"przelecieæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"prze³amaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prze³amywaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prze³om";4;1;0;0;0;2;0;0;1;2;0;0;0;0;2;0;0;0;0;1
"prze³omowy";0;0;2;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0
"prze³o¿ony";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"prze³o¿yæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemarsz";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przemawiaæ";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemian";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przemiana";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
"przemieniæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemierzaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przemieszczaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0
"przemin¹æ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przemkn¹æ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemoc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przemo¿ny";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"przemys³";0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
"przemys³owy";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przemyœla";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"przemyœlanej";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemyœlidka";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemyœlidk¹";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemyœlidki";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeniesienie";0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
"przeniesione";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przenieœæ";0;1;0;0;0;0;1;0;0;2;0;1;0;1;0;2;0;0;0;0
"przenikaj¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przenikn¹æ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przenosiæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przenosz¹c";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przenoœny";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeobra¿enie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przepisowy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przepisywaæ";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"przeplecione";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przep³yw";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
"przepowiadaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przepraszaæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przeprawa";0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"przeprawiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"przeprowadzaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"przeprowadziæ";0;0;2;0;0;0;1;0;0;2;0;0;2;1;0;0;0;0;0;0
"przeprowadzka";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"przerastaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeraziæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przera¿aæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"przera¿aj¹cy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przera¿enie";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"przerobiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przerost";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"przerwa";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
"przerwaæ";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
"przerzedzaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerzucaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerzuciæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przes¹d";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przes¹dziæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przesi¹kniêty";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przes³aniaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przes³aniaj¹c";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przes³oniêcie";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesmyk";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przest";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"przestaæ";0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
"przestaj¹”";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesta³y";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przestarza³y";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przestawaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"przestawiæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przestêpca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"przestêpczoœæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"przestêpczy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0
"przestêpstwo";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przestraszyæ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0
"przestrzegaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przestrzeñ";7;2;1;0;1;1;0;2;5;0;0;0;2;0;0;1;0;1;5;0
"przesun¹æ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przesuniêcie";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesuwaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przesyciæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesy³";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przeszed³";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przeszkodziæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"przesz³a";0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesz³o";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesz³oœæ";0;0;0;0;1;2;0;1;0;0;2;0;0;0;0;0;0;2;0;0
"przesz³y";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"przeœladowaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przeœledziæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przet³umaczyæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przetransportowaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przetrwaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przetrwa³y";0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przetwarzaæ";0;0;0;0;2;0;0;0;1;8;3;0;0;0;0;1;0;0;1;0
"przewaga";0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przewa¿aæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przewa¿aj¹cy";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"przewa¿nie";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przewidywaæ";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
"przewidywalnoœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przewidzieæ";3;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
"przewijaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przewodni";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przewodnicz¹cy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przewodnik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przewodzenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przewrotny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przewy¿szaj¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przewy¿szyæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"przeze";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przeznaczenie";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przeznaczyæ";0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;1
"przezroczysty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
"przezwyciê¿yæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przeŸroczysty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"prze¿ycie";0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"prze¿yæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"prze¿ywaj¹c";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przodek";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przodem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przodowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"przybieraæ";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przybli¿aæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"przybli¿enie";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przybli¿yæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"przybyæ";0;1;0;1;0;0;0;0;0;0;0;2;0;4;0;0;3;0;0;0
"przyby³a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przyby³y";0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przybysz";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przybywaæ";0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przychodziæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przychód";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przychylnoœæ";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przychylny";0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"przyci¹gaj¹cy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyczó³ek";0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyczyna";0;0;0;1;1;0;0;0;1;6;1;3;2;3;0;0;1;0;0;2
"przyczyniaæ";0;0;0;0;0;0;1;0;0;2;0;0;0;0;2;0;0;0;0;1
"przyczyniæ";0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;0
"przydaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przydatny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przyd³ugi";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przygl¹daæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przygoda";0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;2;0;0
"przygodowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przygotowaæ";0;1;0;0;1;0;1;1;0;0;0;2;0;0;2;0;0;0;0;0
"przygotowanie";0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0
"przygotowywaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"przygraniczny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjaciel";0;0;0;0;0;0;3;0;0;0;0;1;0;5;0;0;0;0;0;1
"przyjacielski";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjació³";0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
"przyjació³ka";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przyjazd";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przyjaŸniæ";0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0
"przyjaŸnie";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przyjaŸñ";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"przyj¹æ";1;4;1;4;0;0;1;0;2;4;2;1;1;1;1;0;3;2;1;2
"przyjechaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przyjêcie";0;0;1;5;0;0;0;0;1;2;1;1;0;0;0;0;1;0;0;0
"przyjmowaæ";2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;1
"przyjmuj¹c";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjœæ";0;0;0;0;0;0;1;0;1;0;2;0;0;1;0;0;1;0;0;1
"przyk³ad";0;0;0;0;11;4;3;1;1;4;4;0;2;0;2;0;0;4;1;1
"przyk³adowy";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przykoœcielny";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"przykroœæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przykuæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przylegaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przy³¹czaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przymierzaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przymierze";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"przymiotnik";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przynajmniej";0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0
"przynale¿eæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
"przynieœæ";0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;2
"przynosiæ";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"przypadaæ";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"przypadek";1;0;0;0;0;1;2;2;6;4;2;0;0;0;1;0;2;5;0;0
"przypadkowy";0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"przypaœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"przypatrzyæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przypieczêtowaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przypis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"przypisaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"przypisywaæ";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyp³yw";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przypominaæ";0;0;0;0;1;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0
"przypomnieæ";0;0;1;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0
"przyporz¹dkowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przypowiastka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przyprawiaæ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"przyprowadziæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"przypuszczaæ";0;0;0;2;0;0;3;0;0;0;0;0;2;1;0;0;0;0;0;1
"przypuszczalny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przypuœciæ";0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0
"przyroda";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyrodniczy";3;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przyrz¹d";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przys³aæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"przys³owiowy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przysparzaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przyspieszenie";0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
"przystaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przysta³o";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przystawaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przyst¹piæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przystêpowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przystosowaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przyswajaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przysz³oœæ";0;1;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0
"przysz³y";0;0;0;1;0;0;1;0;0;0;0;1;0;1;2;0;1;0;0;1
"przytaczaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przyt³aczaj¹cy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przytoczyæ";0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0
"przytomnoœæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywi¹zywaæ";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"przywilej";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywitaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przywo³ywaæ";0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przywódca";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przywracaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przywróciæ";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przywykn¹æ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przyznaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"przyznawaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przyzwoliæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"psr";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"psy”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"psychiatryczny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"psychiczny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"psychika";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"psychologia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"psychologiczny";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1
"psychopatyczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"pti";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"ptolemeusz";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ptolemeusza";3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"publicysta";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"publicystyczny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"publiczny";0;0;2;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"publiczny”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"publikacja";0;0;0;0;0;0;3;0;0;1;2;0;0;0;0;0;0;0;0;0
"puchar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"puchlina";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"puck";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"pud³o";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pudowkin";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pulpa";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pulsar";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"pu³apka";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pu³awach";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pu³awy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pu³k";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"pu³kownik";0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"pu³tusk";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"punkt";3;0;1;0;0;1;0;1;0;2;1;0;1;0;0;2;0;0;2;0
"pustoszyæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pusty";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"puszcza";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"puœciæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pychy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"py³";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"py³owy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
